latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,
2005-04-08T04:00,36.8,91,34.6,0,0,0,1,3.6
2005-04-08T05:00,36.8,92,34.7,0,0,0,0,4.1
2005-04-08T06:00,37.3,93,35.4,0,0,0,0,4.9
2005-04-08T07:00,41.1,88,37.8,0,0,0,0,5.1
2005-04-08T08:00,44.5,81,38.9,0,0,0,0,5
2005-04-08T09:00,46.4,76,39.2,0,0,0,0,5.7
2005-04-08T10:00,47.9,72,39.2,0,0,0,0,6.8
2005-04-08T11:00,48.9,69,39.2,0,0,0,0,7.6
2005-04-08T12:00,49.4,68,39.3,0,0,0,0,8.5
2005-04-08T13:00,50.5,65,39.3,0,0,0,1,9.5
2005-04-08T14:00,50.2,65,39.1,0,0,0,0,9.8
2005-04-08T15:00,49.9,65,38.6,0,0,0,0,9.5
2005-04-08T16:00,49.1,66,38.2,0,0,0,0,8.3
2005-04-08T17:00,47.9,68,38,0,0,0,0,8.3
2005-04-08T18:00,45.8,72,37.3,0,0,0,0,8.8
2005-04-08T19:00,43.6,73,35.6,0,0,0,0,8.7
2005-04-08T20:00,42.3,74,34.5,0,0,0,1,8.8
2005-04-08T21:00,41.6,74,33.8,0,0,0,1,8.4
2005-04-08T22:00,41.1,76,34,0,0,0,1,8.1
2005-04-08T23:00,41,78,34.8,0,0,0,0,8.1
2005-04-09T00:00,41.3,81,35.9,0,0,0,2,9.1
2005-04-09T01:00,43.1,77,36.3,0,0,0,14,9.7
2005-04-09T02:00,43.4,73,35.3,0,0,0,44,9.8
2005-04-09T03:00,43,70,33.8,0,0,0,83,9.9
2005-04-09T04:00,42.4,69,32.9,0,0,0,99,9.3
2005-04-09T05:00,41.6,70,32.7,0,0,0,100,9.2
2005-04-09T06:00,41.2,72,32.8,0,0,0,100,9.8
2005-04-09T07:00,43.2,70,33.9,0,0,0,100,9.9
2005-04-09T08:00,46,63,34.3,0,0,0,100,8.8
2005-04-09T09:00,49,60,35.5,0,0,0,100,7.8
2005-04-09T10:00,51.9,57,37.1,0,0,0,100,7.1
2005-04-09T11:00,54.5,55,38.5,0,0,0,99,7.6
2005-04-09T12:00,56.4,53,39.5,0,0,0,99,8.2
2005-04-09T13:00,56.4,53,39.6,0,0,0,81,8.1
2005-04-09T14:00,56.7,53,40,0,0,0,94,8.3
2005-04-09T15:00,56.5,55,40.3,0,0,0,97,8.6
2005-04-09T16:00,55.4,58,40.8,0,0,0,100,8.8
2005-04-09T17:00,53.4,62,40.7,0,0,0,100,9.3
2005-04-09T18:00,52,61,39.1,0,0,0,98,9
2005-04-09T19:00,51.7,60,38.4,0,0,0,91,8.6
2005-04-09T20:00,51.7,63,39.3,0,0,0,56,9.2
2005-04-09T21:00,51.7,65,40.4,0,0,0,14,9.8
2005-04-09T22:00,51.2,68,40.9,0,0,0,79,10
2005-04-09T23:00,50.5,70,41.1,0,0,0,99,10
2005-04-10T00:00,49.9,72,41.3,0,0,0,100,10.2
2005-04-10T01:00,50.3,68,40.2,0,0,0,100,9.8
2005-04-10T02:00,49.9,71,40.7,0,0,0,96,8.1
2005-04-10T03:00,49.2,74,41.1,0,0,0,90,6.8
2005-04-10T04:00,48.3,77,41.3,0,0,0,88,6.7
2005-04-10T05:00,47.7,79,41.5,0,0,0,79,6.1
2005-04-10T06:00,47.4,81,41.8,0,0,0,72,6.3
2005-04-10T07:00,50.2,78,43.5,0,0,0,14,7.4
2005-04-10T08:00,53.6,72,44.7,0,0,0,3,7.2
2005-04-10T09:00,56.3,69,46.2,0,0,0,5,7.8
2005-04-10T10:00,59.4,65,47.8,0,0,0,1,8
2005-04-10T11:00,62.4,63,49.6,0,0,0,20,9.2
2005-04-10T12:00,64.5,61,50.9,0,0,0,26,9.7
2005-04-10T13:00,67,58,51.7,0,0,0,18,10.3
2005-04-10T14:00,66,60,51.6,0,0,0,43,11
2005-04-10T15:00,63.7,64,51.4,0,0,0,94,11.7
2005-04-10T16:00,62.2,65,50.2,0,0,0,99,12.8
2005-04-10T17:00,61,63,48.5,0,0,0,97,13.4
2005-04-10T18:00,59.6,63,47.1,0,0,0,95,13.7
2005-04-10T19:00,58.7,65,46.9,0,0,0,93,15.1
2005-04-10T20:00,58.3,69,48.1,0,0,0,87,16.1
2005-04-10T21:00,58,69,48,0,0,0,85,17.4
2005-04-10T22:00,57.3,68,46.8,0,0,0,58,17.2
2005-04-10T23:00,56.4,67,45.5,0,0,0,47,16.3
2005-04-11T00:00,55.5,66,44.5,0,0,0,80,14.9
2005-04-11T01:00,55.3,56,40,0,0,0,78,13.6
2005-04-11T02:00,54.5,56,39.1,0,0,0,58,13.4
2005-04-11T03:00,53.5,56,38.2,0,0,0,80,13.2
2005-04-11T04:00,52.4,57,37.6,0,0,0,93,12.2
2005-04-11T05:00,51.2,57,36.6,0,0,0,94,12.2
2005-04-11T06:00,50.5,57,35.7,0,0,0,87,13
2005-04-11T07:00,51.7,54,35.7,0,0,0,73,13.8
2005-04-11T08:00,53.7,50,35.5,0,0,0,43,13.7
2005-04-11T09:00,56.2,47,36.4,0,0,0,53,14.2
2005-04-11T10:00,58.6,46,38.1,0,0,0,94,14.1
2005-04-11T11:00,60.9,46,39.9,0,0,0,66,13
2005-04-11T12:00,62,46,41.1,0,0,0,100,13.6
2005-04-11T13:00,65.7,47,45,0,0,0,100,14.7
2005-04-11T14:00,65.8,48,45.4,0,0,0,100,16.1
2005-04-11T15:00,65.2,49,45.4,0,0,0,100,16.3
2005-04-11T16:00,63.2,51,44.8,0,0,0,100,16.5
2005-04-11T17:00,61.4,51,43.2,0,0,0,100,17.8
2005-04-11T18:00,59.8,50,41.3,0,0,0,100,18.8
2005-04-11T19:00,57.7,50,39.1,0,0,0,100,18.5
2005-04-11T20:00,55.7,48,36.1,0,0,0,100,19.6
2005-04-11T21:00,53.9,43,31.9,0,0,0,100,19.6
2005-04-11T22:00,52.4,41,29.1,0,0,0,100,17.6
2005-04-11T23:00,51.3,40,27.6,0,0,0,100,17
2005-04-12T00:00,49.9,39,25.8,0,0,0,100,17.8
2005-04-12T01:00,49.8,35,23.3,0,0,0,100,18.1
2005-04-12T02:00,48.7,38,24.1,0,0,0,100,18.7
2005-04-12T03:00,48.1,40,24.9,0,0,0,100,17.5
2005-04-12T04:00,47.8,43,26.1,0,0,0,100,15.1
2005-04-12T05:00,46.9,48,28.3,0,0,0,100,16.6
2005-04-12T06:00,46.1,55,30.9,0.4,0.4,0,100,18.3
2005-04-12T07:00,45.8,59,32.4,0.4,0.4,0,100,17
2005-04-12T08:00,45.6,63,33.7,0.2,0.2,0,100,15.5
2005-04-12T09:00,45.3,67,35,0.1,0.1,0,100,15.1
2005-04-12T10:00,45.9,68,35.8,0,0,0,100,14.4
2005-04-12T11:00,46.3,66,35.6,0,0,0,100,13.9
2005-04-12T12:00,47.9,62,35.5,0.1,0.1,0,100,12.3
2005-04-12T13:00,44.6,79,38.6,0.8,0.8,0,100,10
2005-04-12T14:00,45.1,84,40.6,0.7,0.7,0,100,6.8
2005-04-12T15:00,45.6,84,40.9,0.4,0.4,0,100,6.4
2005-04-12T16:00,45.8,79,39.8,0.1,0.1,0,100,7.5
2005-04-12T17:00,45.3,76,38.2,0,0,0,100,10.9
2005-04-12T18:00,45.6,69,35.9,0,0,0,100,11.1
2005-04-12T19:00,46.4,61,33.6,0,0,0,100,11.1
2005-04-12T20:00,46.6,55,31.4,0,0,0,92,12.1
2005-04-12T21:00,46.3,53,30.2,0,0,0,25,12.1
2005-04-12T22:00,45,56,30.1,0,0,0,4,13.3
2005-04-12T23:00,43.6,60,30.4,0,0,0,1,14.5
2005-04-13T00:00,42.5,62,30.5,0,0,0,0,13.9
2005-04-13T01:00,41.7,64,30.5,0,0,0,0,14.6
2005-04-13T02:00,40.7,67,30.4,0,0,0,0,15.8
2005-04-13T03:00,40,67,29.9,0,0,0,0,16.1
2005-04-13T04:00,39.4,66,29.2,0,0,0,0,15.4
2005-04-13T05:00,39.1,66,28.6,0,0,0,0,15.2
2005-04-13T06:00,39.2,66,28.7,0,0,0,0,15.4
2005-04-13T07:00,40.8,63,29.2,0,0,0,0,15.7
2005-04-13T08:00,42.4,58,28.6,0,0,0,0,16.8
2005-04-13T09:00,43.6,56,28.9,0,0,0,0,17.7
2005-04-13T10:00,44.5,55,29.5,0,0,0,0,17.6
2005-04-13T11:00,45.6,54,30.1,0,0,0,0,17.7
2005-04-13T12:00,46.6,53,30.2,0,0,0,0,18.4
2005-04-13T13:00,47.7,51,30.3,0,0,0,0,18.9
2005-04-13T14:00,48.1,49,30.1,0,0,0,0,19
2005-04-13T15:00,48.1,49,29.9,0,0,0,0,19.2
2005-04-13T16:00,46.9,52,30,0,0,0,0,17.8
2005-04-13T17:00,45.3,54,29.7,0,0,0,0,17
2005-04-13T18:00,43.4,58,29.7,0,0,0,0,16.7
2005-04-13T19:00,41.8,60,29.1,0,0,0,0,16
2005-04-13T20:00,41.1,64,29.7,0,0,0,0,15
2005-04-13T21:00,40.9,67,30.9,0,0,0,0,13
2005-04-13T22:00,40.9,71,32,0,0,0,0,10.9
2005-04-13T23:00,41.3,69,31.8,0,0,0,0,9.7
2005-04-14T00:00,41.8,63,30.1,0,0,0,0,9.9
2005-04-14T01:00,42.2,59,28.7,0,0,0,0,10.2
2005-04-14T02:00,41.8,57,27.7,0,0,0,0,10.2
2005-04-14T03:00,41.1,59,27.9,0,0,0,0,9.4
2005-04-14T04:00,40.3,63,28.6,0,0,0,0,7.8
2005-04-14T05:00,39.6,67,29.4,0,0,0,0,6.3
2005-04-14T06:00,39.7,70,30.8,0,0,0,0,6.6
2005-04-14T07:00,42.5,67,32.3,0,0,0,0,6.8
2005-04-14T08:00,44.8,62,32.4,0,0,0,0,7.4
2005-04-14T09:00,46.5,58,32.6,0,0,0,1,8.4
2005-04-14T10:00,47.9,56,32.8,0,0,0,1,8.8
2005-04-14T11:00,48.8,55,33.1,0,0,0,2,9.2
2005-04-14T12:00,49.6,54,33.4,0,0,0,2,9.3
2005-04-14T13:00,51.1,51,33.6,0,0,0,1,9.5
2005-04-14T14:00,51.5,50,33.5,0,0,0,0,9.6
2005-04-14T15:00,51.6,49,33.2,0,0,0,0,10
2005-04-14T16:00,50.8,51,33.1,0,0,0,0,9
2005-04-14T17:00,49.2,53,33,0,0,0,1,9.8
2005-04-14T18:00,46.7,57,32.1,0,0,0,1,10.5
2005-04-14T19:00,44.2,59,30.6,0,0,0,2,10.9
2005-04-14T20:00,42.7,63,31,0,0,0,5,10.8
2005-04-14T21:00,41.7,68,31.9,0,0,0,2,10
2005-04-14T22:00,41,73,32.9,0,0,0,4,9
2005-04-14T23:00,40.6,78,34.1,0,0,0,5,7.8
2005-04-15T00:00,40.5,80,34.8,0,0,0,3,6.6
2005-04-15T01:00,40.6,80,35,0,0,0,2,6.1
2005-04-15T02:00,40.1,81,34.8,0,0,0,1,6
2005-04-15T03:00,39.6,82,34.6,0,0,0,1,6.3
2005-04-15T04:00,39,83,34.2,0,0,0,0,5.9
2005-04-15T05:00,38.2,84,33.8,0,0,0,2,5.3
2005-04-15T06:00,38.3,85,34.2,0,0,0,1,5
2005-04-15T07:00,43.1,75,35.8,0,0,0,0,4.8
2005-04-15T08:00,46,67,35.5,0,0,0,0,4.7
2005-04-15T09:00,48.1,63,36.1,0,0,0,0,5.4
2005-04-15T10:00,50,60,36.5,0,0,0,0,5.9
2005-04-15T11:00,51.6,57,36.7,0,0,0,35,6.2
2005-04-15T12:00,52.6,54,36.6,0,0,0,55,6.9
2005-04-15T13:00,53.6,49,35.1,0,0,0,65,7.7
2005-04-15T14:00,53.8,47,33.8,0,0,0,52,7.8
2005-04-15T15:00,53.5,46,33.2,0,0,0,2,7.4
2005-04-15T16:00,52.8,48,33.5,0,0,0,1,5.9
2005-04-15T17:00,51.7,52,34.5,0,0,0,1,6.2
2005-04-15T18:00,49.6,58,35.5,0,0,0,1,6.6
2005-04-15T19:00,47.1,61,34.5,0,0,0,3,6.2
2005-04-15T20:00,45.4,64,34.1,0,0,0,0,5.8
2005-04-15T21:00,44.4,67,34.2,0,0,0,1,5.4
2005-04-15T22:00,44.3,68,34.5,0,0,0,2,5.6
2005-04-15T23:00,45,69,35.5,0,0,0,14,6.1
2005-04-16T00:00,45.4,71,36.4,0,0,0,28,7.4
2005-04-16T01:00,45.6,68,35.8,0,0,0,42,8.5
2005-04-16T02:00,45.4,69,35.9,0,0,0,63,8.9
2005-04-16T03:00,45,71,36,0,0,0,57,8.8
2005-04-16T04:00,44.5,72,36.2,0,0,0,91,6.2
2005-04-16T05:00,44,74,36.4,0,0,0,80,6.2
2005-04-16T06:00,44.1,76,37.2,0,0,0,56,6.4
2005-04-16T07:00,47.7,72,39,0,0,0,22,6
2005-04-16T08:00,51.8,64,40.1,0,0,0,0,5.4
2005-04-16T09:00,55.7,60,41.8,0,0,0,2,4.8
2005-04-16T10:00,59.3,55,43.2,0,0,0,47,5.8
2005-04-16T11:00,62.3,50,43.6,0,0,0,86,6.3
2005-04-16T12:00,64.2,44,41.9,0,0,0,88,6.4
2005-04-16T13:00,65.2,42,41.8,0,0,0,72,6.9
2005-04-16T14:00,65.2,42,41.8,0,0,0,86,7.5
2005-04-16T15:00,64.6,44,42,0,0,0,87,6.6
2005-04-16T16:00,63.5,47,42.9,0,0,0,99,6
2005-04-16T17:00,61.6,56,45.7,0,0,0,100,6.2
2005-04-16T18:00,59.5,61,45.9,0,0,0,100,5.7
2005-04-16T19:00,58,61,44.7,0,0,0,100,5.7
2005-04-16T20:00,56.8,64,44.6,0,0,0,100,5.6
2005-04-16T21:00,56.3,66,45,0,0,0,100,1.8
2005-04-16T22:00,55.7,70,45.9,0,0,0,99,1.4
2005-04-16T23:00,54.4,77,47.3,0.3,0.3,0,96,1.8
2005-04-17T00:00,52.2,82,46.7,0.1,0.1,0,68,4.5
2005-04-17T01:00,52.7,79,46.5,0,0,0,51,6.3
2005-04-17T02:00,52.3,82,46.8,0,0,0,62,4.3
2005-04-17T03:00,51.3,85,46.8,0,0,0,68,3.9
2005-04-17T04:00,50.7,86,46.6,0,0,0,93,4.2
2005-04-17T05:00,49.9,88,46.3,0.4,0.4,0,69,1.8
2005-04-17T06:00,51.6,81,45.9,0.3,0.3,0,70,1.3
2005-04-17T07:00,53,84,48.4,0,0,0,49,4.1
2005-04-17T08:00,54.9,83,49.7,0,0,0,36,4.1
2005-04-17T09:00,57.1,78,50.4,0,0,0,32,5.2
2005-04-17T10:00,59.4,73,50.8,0,0,0,72,5.9
2005-04-17T11:00,62.4,66,50.8,0,0,0,55,5.7
2005-04-17T12:00,64.2,62,50.8,0,0,0,59,5.4
2005-04-17T13:00,68.7,49,48.6,0,0,0,52,4.1
2005-04-17T14:00,68.7,50,49.4,0,0,0,51,4.2
2005-04-17T15:00,67.2,54,50,0,0,0,53,5
2005-04-17T16:00,63.8,64,51.2,0,0,0,34,5
2005-04-17T17:00,60.5,73,51.9,0,0,0,23,5.9
2005-04-17T18:00,58.6,77,51.3,0,0,0,6,7.9
2005-04-17T19:00,55.3,80,49.1,0,0,0,10,9.6
2005-04-17T20:00,51.6,85,47.2,0,0,0,9,9.5
2005-04-17T21:00,49.8,84,45.2,0,0,0,3,7.9
2005-04-17T22:00,49.5,82,44.1,0,0,0,6,6
2005-04-17T23:00,49.1,83,44.1,0,0,0,13,5
2005-04-18T00:00,48.5,87,44.8,0,0,0,16,4.4
2005-04-18T01:00,47.6,85,43.3,0,0,0,14,3.1
2005-04-18T02:00,47.6,84,43.1,0,0,0,10,3.2
2005-04-18T03:00,48.3,82,43.1,0,0,0,5,3
2005-04-18T04:00,49.7,79,43.4,0,0,0,3,2.3
2005-04-18T05:00,50,79,43.9,0,0,0,5,1.2
2005-04-18T06:00,47.6,89,44.6,0,0,0,2,1.3
2005-04-18T07:00,54.6,78,48.1,0,0,0,4,2.6
2005-04-18T08:00,60,70,50.2,0,0,0,2,2.8
2005-04-18T09:00,64.7,63,51.8,0,0,0,5,3.2
2005-04-18T10:00,68.6,57,52.8,0,0,0,0,3.8
2005-04-18T11:00,71,52,52.7,0,0,0,5,4.7
2005-04-18T12:00,72.7,47,51.6,0,0,0,28,5.5
2005-04-18T13:00,72,45,49.5,0,0,0,14,6.4
2005-04-18T14:00,72.6,44,49.4,0,0,0,8,7
2005-04-18T15:00,72.9,43,49,0,0,0,14,7.1
2005-04-18T16:00,72.5,44,49.6,0,0,0,49,6.4
2005-04-18T17:00,70.9,51,51.7,0,0,0,54,5.7
2005-04-18T18:00,69.5,54,52,0,0,0,34,5.7
2005-04-18T19:00,68.1,55,51.4,0,0,0,28,6.3
2005-04-18T20:00,66.4,58,51.2,0,0,0,8,7.1
2005-04-18T21:00,65.1,60,50.8,0,0,0,1,8.3
2005-04-18T22:00,63.6,62,50.3,0,0,0,0,9.7
2005-04-18T23:00,62.3,64,49.9,0,0,0,1,10.1
2005-04-19T00:00,61.1,66,49.7,0,0,0,3,9.9
2005-04-19T01:00,60.6,61,47.2,0,0,0,1,10.7
2005-04-19T02:00,60.2,63,47.4,0,0,0,1,11.5
2005-04-19T03:00,59.7,65,48,0,0,0,4,11.6
2005-04-19T04:00,59,68,48.6,0,0,0,14,10.5
2005-04-19T05:00,58.2,71,49,0,0,0,5,9.4
2005-04-19T06:00,58,74,49.7,0,0,0,6,8.4
2005-04-19T07:00,60.7,71,51,0,0,0,3,7.9
2005-04-19T08:00,63.7,65,51.7,0,0,0,12,8.9
2005-04-19T09:00,66.3,60,52.1,0,0,0,50,10.3
2005-04-19T10:00,68.8,54,51.7,0,0,0,74,11.2
2005-04-19T11:00,70.8,47,49.9,0,0,0,79,12.3
2005-04-19T12:00,72.4,43,48.3,0,0,0,49,13.4
2005-04-19T13:00,74.2,39,48,0,0,0,31,13.6
2005-04-19T14:00,74.9,38,47.4,0,0,0,22,13.6
2005-04-19T15:00,75,38,47.7,0,0,0,20,13.9
2005-04-19T16:00,74.5,40,48.6,0,0,0,65,13.1
2005-04-19T17:00,74,43,49.9,0,0,0,87,12
2005-04-19T18:00,72.3,47,51,0,0,0,96,12.1
2005-04-19T19:00,70.6,50,51.3,0,0,0,97,14.7
2005-04-19T20:00,69,55,52,0,0,0,100,15.4
2005-04-19T21:00,66.7,64,54,0.8,0.8,0,98,13.5
2005-04-19T22:00,64.3,74,55.8,1.9,1.9,0,100,13.2
2005-04-19T23:00,62.4,81,56.5,0.6,0.6,0,32,16.1
2005-04-20T00:00,61.4,83,56.1,0,0,0,91,16.6
2005-04-20T01:00,64.3,62,50.8,0,0,0,94,15.7
2005-04-20T02:00,63.6,64,51.4,0,0,0,84,15.5
2005-04-20T03:00,61.2,77,54,0.4,0.4,0,77,15.9
2005-04-20T04:00,60,85,55.3,0,0,0,100,15.6
2005-04-20T05:00,59.6,88,55.9,0,0,0,99,12.1
2005-04-20T06:00,59.7,88,56.2,0,0,0,98,12.3
2005-04-20T07:00,60.9,87,57,0,0,0,88,12
2005-04-20T08:00,62.5,84,57.4,0.2,0.2,0,83,11.2
2005-04-20T09:00,63.7,81,57.7,0.3,0.3,0,97,10.1
2005-04-20T10:00,62.5,83,57.1,0.1,0.1,0,100,14.8
2005-04-20T11:00,54.8,88,51.3,0,0,0,100,15
2005-04-20T12:00,49.7,84,45.2,0,0,0,100,14.7
2005-04-20T13:00,46.7,84,42,0,0,0,100,15.7
