latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2005-11-29,63.3,0.000,,,
2005-11-30,63.7,0.000,,,
2005-12-01,63.5,0.000,,,
2005-12-02,63.7,0.000,,,
2005-12-03,62.5,0.035,,,
2005-12-04,66.1,0.000,,,
2005-12-05,66.3,0.000,,,
2005-12-06,66.5,0.000,,,
2005-12-07,64.3,0.000,,,
2005-12-08,66.8,0.000,,,
2005-12-09,69.7,0.000,,,
2005-12-10,69.6,0.000,,,
2005-12-11,66.9,0.000,,,
2005-12-12,60.7,0.000,,,
2005-12-13,61.6,0.000,,,
2005-12-14,59.7,0.000,,,
2005-12-15,59.1,0.000,,,
2005-12-16,57.6,0.000,,,
2005-12-17,58.9,0.000,,,
2005-12-18,58.9,0.000,,,
2005-12-19,73.9,0.000,,,
2005-12-20,69.7,0.000,,,
2005-12-21,74.6,0.000,,,
2005-12-22,65.2,0.000,,,
2005-12-23,65.7,0.000,,,
2005-12-24,66.7,0.000,,,
2005-12-25,61.6,0.000,,,
2005-12-26,60.7,0.000,,,
2005-12-27,61.6,0.000,,,
2005-12-28,62.3,0.000,,,
2005-12-29,61.0,0.004,,,
2005-12-30,60.3,0.000,,,
2005-12-31,60.0,0.008,,,
2006-01-01,61.8,0.130,,,
2006-01-02,60.9,0.697,,,
2006-01-03,59.7,0.094,,,
2006-01-04,70.8,0.000,,,
2006-01-05,74.2,0.000,,,
2006-01-06,76.0,0.000,,,
2006-01-07,72.6,0.000,,,
2006-01-08,62.7,0.000,,,
2006-01-09,75.3,0.000,,,
2006-01-10,73.8,0.000,,,
2006-01-11,64.1,0.000,,,
2006-01-12,61.6,0.000,,,
2006-01-13,64.9,0.000,,,
2006-01-14,60.3,0.000,,,
2006-01-15,58.3,0.028,,,
2006-01-16,61.0,0.000,,,
2006-01-17,64.3,0.000,,,
2006-01-18,60.7,0.000,,,
2006-01-19,59.3,0.000,,,
2006-01-20,64.0,0.000,,,
2006-01-21,62.2,0.000,,,
2006-01-22,62.9,0.000,,,
2006-01-23,69.0,0.000,,,
2006-01-24,68.9,0.000,,,
2006-01-25,60.2,0.000,,,
2006-01-26,59.1,0.000,,,
2006-01-27,59.2,0.000,,,
2006-01-28,59.3,0.000,,,
2006-01-29,58.3,0.000,,,
2006-01-30,58.9,0.000,,,
2006-01-31,60.0,0.000,,,
2006-02-01,61.7,0.000,,,
2006-02-02,62.3,0.000,,,
2006-02-03,63.4,0.000,,,
2006-02-04,63.1,0.000,,,
2006-02-05,66.4,0.000,,,
2006-02-06,70.5,0.000,,,
2006-02-07,71.1,0.000,,,
2006-02-08,75.4,0.000,,,
2006-02-09,72.3,0.000,,,
2006-02-10,64.7,0.000,,,
2006-02-11,69.6,0.000,,,
2006-02-12,76.3,0.000,,,
2006-02-13,73.3,0.000,,,
2006-02-14,67.4,0.000,,,
2006-02-15,59.9,0.020,,,
2006-02-16,59.6,0.000,,,
2006-02-17,57.7,0.000,,,
2006-02-18,57.7,0.256,,,
2006-02-19,56.5,0.291,,,
2006-02-20,56.2,0.000,,,
2006-02-21,56.0,0.016,,,
2006-02-22,60.6,0.000,,,
2006-02-23,63.3,0.000,,,
2006-02-24,62.7,0.000,,,
2006-02-25,66.2,0.000,,,
2006-02-26,68.1,0.000,,,
2006-02-27,66.6,0.004,,,
2006-02-28,60.5,1.469,,,
2006-03-01,60.6,0.000,,,
2006-03-02,58.6,0.000,,,
2006-03-03,58.0,0.122,,,
2006-03-04,57.6,0.039,,,
2006-03-05,58.6,0.000,,,
2006-03-06,59.4,0.000,,,
2006-03-07,58.9,0.126,,,
2006-03-08,57.9,0.020,,,
2006-03-09,57.5,0.000,,,
2006-03-10,56.5,0.165,,,
2006-03-11,51.7,1.028,,,
2006-03-12,54.0,0.130,,,
2006-03-13,56.2,0.004,,,
2006-03-14,57.4,0.000,,,
2006-03-15,57.5,0.000,,,
2006-03-16,57.6,0.000,,,
2006-03-17,58.0,0.004,,,
2006-03-18,57.1,0.287,,,
2006-03-19,55.0,0.000,,,
2006-03-20,56.0,0.004,,,
2006-03-21,55.3,0.346,,,
2006-03-22,59.3,0.000,,,
2006-03-23,68.5,0.000,,,
2006-03-24,64.8,0.000,,,
2006-03-25,62.0,0.000,,,
2006-03-26,59.0,0.020,,,
2006-03-27,59.7,0.000,,,
2006-03-28,62.4,0.138,,,
2006-03-29,58.9,0.441,,,
2006-03-30,59.9,0.000,,,
2006-03-31,59.2,0.028,,,
2006-04-01,60.8,0.079,,,
2006-04-02,60.7,0.000,,,
2006-04-03,65.9,0.000,,,
2006-04-04,65.0,0.039,,,
2006-04-05,62.1,1.886,,,
2006-04-06,59.2,0.043,,,
2006-04-07,58.9,0.000,,,
2006-04-08,62.8,0.000,,,
2006-04-09,60.7,0.051,,,
2006-04-10,60.8,0.000,,,
2006-04-11,63.6,0.000,,,
2006-04-12,64.7,0.000,,,
2006-04-13,69.1,0.000,,,
2006-04-14,67.9,0.094,,,
2006-04-15,61.1,0.232,,,
2006-04-16,60.7,0.000,,,
2006-04-17,59.9,0.024,,,
2006-04-18,66.8,0.000,,,
2006-04-19,68.1,0.000,,,
2006-04-20,66.7,0.000,,,
2006-04-21,66.0,0.000,,,
2006-04-22,61.5,0.024,,,
2006-04-23,61.5,0.091,,,
2006-04-24,63.9,0.000,,,
2006-04-25,63.1,0.000,,,
2006-04-26,60.6,0.055,,,
2006-04-27,61.7,0.004,,,
2006-04-28,63.8,0.016,,,
2006-04-29,66.0,0.000,,,
2006-04-30,65.8,0.000,,,
2006-05-01,65.4,0.000,,,
2006-05-02,65.1,0.000,,,
2006-05-03,64.0,0.000,,,
2006-05-04,62.8,0.000,,,
2006-05-05,64.9,0.000,,,
2006-05-06,65.8,0.000,,,
2006-05-07,64.3,0.000,,,
2006-05-08,63.9,0.000,,,
2006-05-09,65.0,0.000,,,
2006-05-10,65.2,0.000,,,
2006-05-11,65.0,0.000,,,
2006-05-12,64.4,0.000,,,
2006-05-13,65.9,0.000,,,
2006-05-14,65.4,0.000,,,
2006-05-15,67.3,0.000,,,
2006-05-16,66.0,0.000,,,
2006-05-17,65.9,0.000,,,
2006-05-18,67.4,0.000,,,
2006-05-19,67.2,0.000,,,
2006-05-20,67.5,0.000,,,
2006-05-21,67.8,0.000,,,
2006-05-22,64.3,0.508,,,
2006-05-23,68.4,0.000,,,
2006-05-24,70.6,0.000,,,
2006-05-25,69.5,0.000,,,
2006-05-26,66.1,0.000,,,
2006-05-27,65.7,0.008,,,
2006-05-28,68.9,0.000,,,
2006-05-29,69.0,0.000,,,
2006-05-30,71.5,0.000,,,
2006-05-31,71.8,0.000,,,
2006-06-01,71.3,0.000,,,
2006-06-02,76.0,0.000,,,
2006-06-03,79.6,0.000,,,
2006-06-04,76.9,0.000,,,
2006-06-05,72.8,0.000,,,
2006-06-06,69.7,0.000,,,
2006-06-07,70.8,0.000,,,
2006-06-08,71.1,0.000,,,
2006-06-09,69.2,0.000,,,
2006-06-10,68.0,0.000,,,
2006-06-11,68.3,0.000,,,
2006-06-12,69.6,0.000,,,
2006-06-13,72.1,0.000,,,
2006-06-14,76.3,0.000,,,
2006-06-15,73.1,0.000,,,
2006-06-16,75.2,0.000,,,
2006-06-17,73.5,0.000,,,
2006-06-18,72.0,0.000,,,
2006-06-19,71.8,0.000,,,
2006-06-20,72.4,0.000,,,
2006-06-21,71.5,0.000,,,
2006-06-22,70.9,0.000,,,
2006-06-23,73.6,0.000,,,
2006-06-24,77.8,0.000,,,
2006-06-25,83.2,0.000,,,
2006-06-26,81.1,0.000,,,
2006-06-27,80.5,0.000,,,
2006-06-28,81.4,0.000,,,
2006-06-29,79.2,0.000,,,
2006-06-30,77.8,0.000,,,
2006-07-01,78.1,0.000,,,
2006-07-02,79.5,0.000,,,
2006-07-03,77.8,0.000,,,
2006-07-04,77.1,0.000,,,
2006-07-05,74.4,0.000,,,
2006-07-06,75.9,0.000,,,
2006-07-07,77.4,0.000,,,
2006-07-08,78.6,0.000,,,
2006-07-09,78.8,0.000,,,
2006-07-10,76.6,0.000,,,
2006-07-11,77.3,0.000,,,
2006-07-12,81.4,0.000,,,
2006-07-13,80.4,0.000,,,
2006-07-14,81.9,0.000,,,
2006-07-15,81.8,0.000,,,
2006-07-16,79.8,0.000,,,
2006-07-17,79.0,0.000,,,
2006-07-18,81.7,0.000,,,
2006-07-19,79.0,0.000,,,
2006-07-20,78.3,0.000,,,
2006-07-21,80.7,0.000,,,
2006-07-22,86.9,0.000,,,
2006-07-23,83.1,0.000,,,
2006-07-24,84.1,0.000,,,
2006-07-25,81.2,0.000,,,
2006-07-26,82.3,0.000,,,
2006-07-27,82.3,0.000,,,
2006-07-28,79.5,0.012,,,
2006-07-29,77.8,0.106,,,
2006-07-30,76.5,0.055,,,
2006-07-31,75.8,0.126,,,
2006-08-01,74.1,0.016,,,
2006-08-02,74.6,0.000,,,
2006-08-03,73.9,0.000,,,
2006-08-04,73.8,0.000,,,
2006-08-05,75.5,0.000,,,
2006-08-06,74.2,0.000,,,
2006-08-07,74.2,0.004,,,
2006-08-08,76.9,0.000,,,
2006-08-09,78.5,0.000,,,
2006-08-10,76.9,0.000,,,
2006-08-11,76.1,0.000,,,
2006-08-12,74.2,0.000,,,
2006-08-13,72.9,0.000,,,
2006-08-14,72.1,0.000,,,
2006-08-15,71.9,0.000,,,
2006-08-16,72.7,0.000,,,
2006-08-17,74.0,0.000,,,
2006-08-18,73.6,0.000,,,
2006-08-19,73.0,0.000,,,
2006-08-20,72.3,0.000,,,
2006-08-21,73.5,0.000,,,
2006-08-22,76.2,0.000,,,
2006-08-23,79.5,0.000,,,
2006-08-24,78.3,0.000,,,
2006-08-25,75.9,0.000,,,
2006-08-26,77.3,0.000,,,
2006-08-27,80.3,0.000,,,
2006-08-28,77.9,0.000,,,
2006-08-29,77.7,0.000,,,
2006-08-30,76.2,0.000,,,
2006-08-31,77.6,0.000,,,
2006-09-01,78.7,0.000,,,
2006-09-02,77.8,0.000,,,
2006-09-03,78.9,0.000,,,
2006-09-04,78.8,0.000,,,
2006-09-05,80.5,0.000,,,
2006-09-06,79.4,0.000,,,
2006-09-07,73.1,0.000,,,
2006-09-08,70.7,0.000,,,
2006-09-09,70.2,0.000,,,
2006-09-10,72.0,0.000,,,
2006-09-11,74.3,0.000,,,
2006-09-12,77.3,0.000,,,
2006-09-13,75.4,0.000,,,
2006-09-14,70.6,0.000,,,
2006-09-15,68.4,0.000,,,
2006-09-16,71.8,0.000,,,
2006-09-17,76.0,0.000,,,
2006-09-18,80.1,0.000,,,
2006-09-19,78.7,0.000,,,
2006-09-20,75.3,0.000,,,
2006-09-21,71.2,0.000,,,
2006-09-22,70.5,0.000,,,
2006-09-23,73.2,0.000,,,
2006-09-24,74.8,0.000,,,
2006-09-25,72.4,0.000,,,
2006-09-26,71.9,0.000,,,
2006-09-27,73.8,0.000,,,
2006-09-28,75.1,0.000,,,
2006-09-29,74.2,0.000,,,
2006-09-30,72.6,0.000,,,
2006-10-01,71.1,0.000,,,
2006-10-02,73.3,0.000,,,
2006-10-03,71.5,0.000,,,
2006-10-04,69.1,0.000,,,
2006-10-05,69.3,0.000,,,
2006-10-06,67.7,0.075,,,
2006-10-07,68.1,0.000,,,
2006-10-08,67.6,0.000,,,
2006-10-09,68.4,0.000,,,
2006-10-10,70.3,0.000,,,
2006-10-11,67.1,0.000,,,
2006-10-12,66.4,0.000,,,
2006-10-13,68.0,0.024,,,
2006-10-14,67.0,0.126,,,
2006-10-15,65.6,0.000,,,
2006-10-16,65.5,0.000,,,
2006-10-17,66.1,0.024,,,
2006-10-18,73.3,0.000,,,
2006-10-19,77.1,0.000,,,
2006-10-20,74.8,0.000,,,
2006-10-21,73.4,0.000,,,
2006-10-22,76.6,0.000,,,
2006-10-23,78.1,0.000,,,
2006-10-24,70.6,0.000,,,
2006-10-25,68.8,0.000,,,
2006-10-26,82.8,0.000,,,
2006-10-27,80.4,0.000,,,
2006-10-28,75.7,0.000,,,
2006-10-29,69.3,0.000,,,
2006-10-30,64.7,0.000,,,
2006-10-31,65.5,0.000,,,
2006-11-01,65.2,0.000,,,
2006-11-02,68.7,0.000,,,
2006-11-03,68.3,0.000,,,
2006-11-04,68.8,0.000,,,
2006-11-05,76.2,0.000,,,
2006-11-06,82.6,0.000,,,
2006-11-07,82.2,0.000,,,
2006-11-08,77.7,0.000,,,
2006-11-09,68.1,0.000,,,
2006-11-10,69.9,0.000,,,
2006-11-11,67.2,0.000,,,
2006-11-12,68.6,0.012,,,
2006-11-13,70.2,0.000,,,
2006-11-14,67.1,0.051,,,
2006-11-15,73.9,0.000,,,
2006-11-16,72.6,0.000,,,
2006-11-17,69.4,0.000,,,
2006-11-18,71.3,0.000,,,
2006-11-19,77.4,0.000,,,
2006-11-20,77.3,0.000,,,
2006-11-21,72.0,0.000,,,
2006-11-22,67.9,0.000,,,
2006-11-23,65.1,0.000,,,
2006-11-24,64.3,0.000,,,
2006-11-25,63.0,0.000,,,
2006-11-26,62.7,0.000,,,
2006-11-27,61.2,0.055,,,
2006-11-28,60.1,0.043,,,
2006-11-29,64.7,0.000,,,
2006-11-30,65.3,0.000,,,
2006-12-01,67.7,0.000,,,
2006-12-02,73.8,0.000,,,
2006-12-03,73.2,0.000,,,
2006-12-04,71.5,0.000,,,
2006-12-05,67.6,0.000,,,
2006-12-06,66.5,0.000,,,
2006-12-07,70.1,0.000,,,
2006-12-08,68.2,0.000,,,
2006-12-09,66.6,0.000,,,
2006-12-10,60.9,0.291,,,
2006-12-11,62.3,0.020,,,
2006-12-12,63.0,0.000,,,
2006-12-13,66.1,0.000,,,
2006-12-14,67.5,0.000,,,
2006-12-15,63.3,0.000,,,
2006-12-16,59.3,0.063,,,
2006-12-17,55.7,0.406,,,
2006-12-18,56.2,0.000,,,
2006-12-19,56.7,0.000,,,
2006-12-20,57.1,0.000,,,
2006-12-21,57.0,0.000,,,
2006-12-22,58.8,0.028,,,
2006-12-23,65.3,0.000,,,
2006-12-24,64.6,0.000,,,
2006-12-25,70.7,0.000,,,
2006-12-26,67.8,0.000,,,
2006-12-27,65.3,0.177,,,
2006-12-28,60.5,0.000,,,
2006-12-29,61.7,0.000,,,
2006-12-30,61.8,0.000,,,
2006-12-31,59.2,0.000,,,
2007-01-01,59.6,0.000,,,
2007-01-02,67.7,0.000,,,
2007-01-03,64.6,0.000,,,
2007-01-04,61.3,0.000,,,
2007-01-05,62.2,0.075,,,
2007-01-06,63.2,0.000,,,
2007-01-07,70.6,0.000,,,
2007-01-08,74.5,0.000,,,
2007-01-09,72.7,0.000,,,
2007-01-10,65.7,0.000,,,
2007-01-11,60.4,0.000,,,
2007-01-12,54.3,0.008,,,
2007-01-13,53.3,0.000,,,
2007-01-14,53.5,0.000,,,
2007-01-15,59.0,0.000,,,
2007-01-16,60.9,0.000,,,
2007-01-17,58.7,0.000,,,
2007-01-18,59.7,0.000,,,
2007-01-19,60.2,0.004,,,
2007-01-20,58.0,0.000,,,
2007-01-21,59.8,0.000,,,
2007-01-22,62.0,0.000,,,
2007-01-23,64.3,0.000,,,
2007-01-24,68.8,0.000,,,
2007-01-25,70.8,0.000,,,
2007-01-26,65.3,0.000,,,
2007-01-27,58.6,0.000,,,
2007-01-28,59.1,0.000,,,
2007-01-29,60.3,0.000,,,
2007-01-30,57.0,0.327,,,
2007-01-31,54.8,0.370,,,
2007-02-01,55.8,0.028,,,
2007-02-02,58.9,0.000,,,
2007-02-03,63.1,0.000,,,
2007-02-04,70.2,0.000,,,
2007-02-05,76.2,0.000,,,
2007-02-06,64.8,0.000,,,
2007-02-07,61.4,0.000,,,
2007-02-08,62.5,0.000,,,
2007-02-09,63.2,0.000,,,
2007-02-10,62.0,0.000,,,
2007-02-11,59.4,0.106,,,
2007-02-12,59.1,0.039,,,
2007-02-13,57.8,0.189,,,
2007-02-14,60.6,0.004,,,
2007-02-15,63.1,0.000,,,
2007-02-16,69.7,0.000,,,
2007-02-17,74.9,0.000,,,
2007-02-18,67.8,0.000,,,
2007-02-19,61.6,0.654,,,
2007-02-20,60.5,0.031,,,
2007-02-21,60.8,0.000,,,
2007-02-22,57.7,0.067,,,
2007-02-23,56.5,0.283,,,
2007-02-24,59.4,0.000,,,
2007-02-25,57.9,0.004,,,
2007-02-26,58.3,0.012,,,
2007-02-27,57.2,0.154,,,
2007-02-28,55.0,0.098,,,
2007-03-01,56.9,0.000,,,
2007-03-02,61.8,0.000,,,
2007-03-03,70.6,0.000,,,
2007-03-04,74.8,0.000,,,
2007-03-05,72.7,0.000,,,
2007-03-06,69.1,0.000,,,
2007-03-07,69.2,0.000,,,
2007-03-08,64.6,0.000,,,
2007-03-09,62.7,0.000,,,
2007-03-10,62.5,0.000,,,
2007-03-11,75.5,0.000,,,
2007-03-12,76.9,0.000,,,
2007-03-13,71.6,0.000,,,
2007-03-14,67.3,0.000,,,
2007-03-15,64.7,0.000,,,
2007-03-16,65.5,0.000,,,
2007-03-17,65.0,0.000,,,
2007-03-18,61.0,0.000,,,
2007-03-19,61.7,0.000,,,
2007-03-20,61.7,0.008,,,
2007-03-21,60.1,0.157,,,
2007-03-22,61.1,0.000,,,
2007-03-23,63.8,0.000,,,
2007-03-24,64.0,0.000,,,
2007-03-25,63.3,0.000,,,
2007-03-26,61.6,0.000,,,
2007-03-27,58.6,0.087,,,
2007-03-28,61.3,0.000,,,
2007-03-29,65.4,0.000,,,
2007-03-30,68.8,0.000,,,
2007-03-31,67.9,0.000,,,
2007-04-01,65.4,0.000,,,
2007-04-02,63.6,0.000,,,
2007-04-03,63.4,0.000,,,
2007-04-04,63.5,0.000,,,
2007-04-05,63.3,0.000,,,
2007-04-06,62.3,0.000,,,
2007-04-07,62.5,0.000,,,
2007-04-08,61.2,0.004,,,
2007-04-09,63.7,0.000,,,
2007-04-10,65.2,0.000,,,
2007-04-11,64.3,0.000,,,
2007-04-12,61.6,0.008,,,
2007-04-13,65.9,0.000,,,
2007-04-14,65.3,0.000,,,
2007-04-15,60.7,0.114,,,
2007-04-16,60.9,0.000,,,
2007-04-17,61.6,0.000,,,
2007-04-18,60.6,0.000,,,
2007-04-19,63.1,0.000,,,
2007-04-20,60.7,0.406,,,
2007-04-21,59.8,0.079,,,
2007-04-22,59.2,0.000,,,
2007-04-23,60.7,0.110,,,
2007-04-24,64.3,0.000,,,
2007-04-25,67.6,0.000,,,
2007-04-26,64.9,0.000,,,
2007-04-27,65.4,0.000,,,
2007-04-28,69.6,0.000,,,
2007-04-29,65.6,0.000,,,
2007-04-30,63.9,0.000,,,
2007-05-01,62.1,0.039,,,
2007-05-02,64.1,0.000,,,
2007-05-03,62.8,0.000,,,
2007-05-04,62.9,0.000,,,
2007-05-05,65.1,0.004,,,
2007-05-06,77.8,0.000,,,
2007-05-07,78.1,0.000,,,
2007-05-08,78.7,0.000,,,
2007-05-09,76.5,0.000,,,
2007-05-10,71.7,0.000,,,
2007-05-11,69.8,0.000,,,
2007-05-12,64.6,0.000,,,
